COUNTRY,INDICATOR,COUNTERPART_COUNTRY,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,TRADE_FLOW,VALUATION,UNIT,DERIVATION_TYPE,OVERLAP,STATUS,DOI,FULL_DESCRIPTION,AUTHOR,PUBLISHER,DEPARTMENT,CONTACT_POINT,TOPIC,TOPIC_DATASET,KEYWORDS,KEYWORDS_DATASET,LANGUAGE,PUBLICATION_DATE,UPDATE_DATE,METHODOLOGY,METHODOLOGY_NOTES,ACCESS_SHARING_LEVEL,ACCESS_SHARING_NOTES,SECURITY_CLASSIFICATION,SOURCE,SHORT_SOURCE_CITATION,FULL_SOURCE_CITATION,LICENSE,SUGGESTED_CITATION,KEY_INDICATOR,SERIES_NAME
Seychelles,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,476502788.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Burundi,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,190851510.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Burundi,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,170843750.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Burundi,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,119919985.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
South Africa,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,123387268719.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
South Africa,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,110526077546.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
South Africa,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,111470220298.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Madagascar, Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,3546314854.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Madagascar, Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,3095067946.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Madagascar, Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,2495693335.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Senegal,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,5710112241.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Senegal,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,5316166336.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Senegal,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,6443142590.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Rwanda,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,1562504485.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Rwanda,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,1576917613.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Rwanda,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,1944587925.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Ghana,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,17561923228.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Ghana,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,16834095179.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Ghana,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,20460298703.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Malawi,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,946995495.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Malawi,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,965510515.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Malawi,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,432458915.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Angola,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,51443395442.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Angola,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,38706302650.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Angola,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,40160492446.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Sierra Leone,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,482843260.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Sierra Leone,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,514152782.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Sierra Leone,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,564901332.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Zambia,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,11646598892.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Zambia,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,10438149510.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Zambia,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,12667907936.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Central African Republic,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,117806933.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Central African Republic,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,116495517.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Central African Republic,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,73444076.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Eswatini, Kingdom of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,2024476640.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
